s,t,s1,s2,s3,s4,t1,t2,t3,t4
3286,16650,1,0,0,0,1,0,0,0
1734,13636,1,0,0,0,2,0,0,0
1070,12475,2,2,0,0,5,0,1,0
314,5845,4,0,0,0,7,0,0,0
15804,271,1,0,0,0,1,0,0,0
10248,5560,13,0,1,0,1,0,0,0
9587,2671,1,0,0,0,1,0,0,0
216,312,4,0,0,0,12,0,0,0
14113,1060,1,0,0,2,9,0,1,27
4388,11588,18,0,0,1,48,3,2,1
17464,11588,92,0,2,0,48,3,2,1
15617,14500,3,0,1,0,16,0,3,4
1612,8668,1,0,0,0,1,0,0,1
11163,7004,1,0,0,0,1,0,1,3
15952,6346,32,3,3,2,18,3,3,2
15263,16436,4,1,3,0,1,0,0,0
1303,9646,32,0,1,0,50,4,5,3
16591,11241,3,0,3,1,30,0,12,6
1140,9435,2,0,0,0,2,0,0,0
5750,15430,1,0,0,0,12,0,0,0
2668,5957,5,0,0,0,5,0,5,0
13943,3175,1,0,0,0,2,0,0,0
10712,10386,2,0,1,0,1,0,0,0
15070,11682,3,1,0,4,3,0,2,0
16159,3501,68,0,0,0,1,0,0,0
3003,6353,6,0,0,17,3,0,6,0
357,740,1,0,0,0,1,0,0,0
7668,13761,11,2,0,0,3,1,13,9
683,13347,7,0,0,0,91,0,6,22
12306,7172,1,0,1,0,109,5,6,2
5019,7994,1,0,0,0,1,0,0,0
6746,12792,2,1,1,0,90,2,0,1
8313,8199,2,0,0,0,4,0,0,0
4569,17394,7,0,0,6,62,0,6,7
9877,8459,66,0,2,0,1,0,0,0
10272,2829,36,0,3,1,26,0,2,0
11361,4250,1,0,0,0,1,0,0,0
8766,1038,5,2,1,0,2,0,1,0
11885,1597,2,0,1,1,2,4,9,15
10200,4792,7,5,1,7,7,0,5,0
5472,7216,4,1,6,3,14,0,0,1
12672,6558,17,0,0,0,19,0,0,0
3038,9747,1,0,0,0,102,1,20,2
6913,14718,7,0,3,0,1,0,1,1
11838,14233,9,1,3,0,2,1,0,0
16114,12605,16,0,0,0,30,13,1,0
5687,5525,2,0,0,0,1,0,0,0
13481,7426,2,1,0,0,3,0,0,0
833,15116,7,0,1,0,1,0,0,0
2153,15990,14,0,0,0,61,2,5,0
16465,8231,1,9,0,0,1,0,0,0
7327,13230,8,0,0,0,1,0,0,0
4391,211,16,0,1,1,2,0,0,0
15657,5704,1,0,0,0,3,0,0,0
7302,6765,2,0,5,0,1,0,0,0
6254,8198,2,0,0,0,60,0,0,0
9434,17107,16,0,1,5,1,0,0,0
16815,11121,16,0,1,1,26,1,0,4
8124,17227,15,0,1,0,7,0,2,0
10826,356,1,0,0,0,2,0,0,0
14222,5192,142,25,60,238,51,6,9,16
5512,7570,24,2,5,4,1,1,0,0
15132,12503,1,0,0,0,1,0,2,0
17354,8121,3,0,4,0,1,0,1,0
4394,5546,1,0,0,0,2,0,0,0
5941,1181,1,2,1,2,1,0,1,0
6438,16237,46,0,0,1,2,0,0,0
16265,11465,6,0,0,0,1,0,0,0
72,10816,13,0,1,0,1,0,0,0
8008,1802,1,0,0,0,3,0,2,2
16302,1787,5,0,0,1,1,0,0,0
16161,15938,9,0,0,0,73,1,0,0
527,10222,54,1,1,4,15,0,0,0
3382,5793,40,0,1,0,143,0,6,4
13331,9360,1,23,40,22,1,1,8,2
12148,6936,14,2,4,0,1,1,0,0
696,13949,1,0,0,0,1,0,0,0
7772,11909,3,2,0,6,11,1,8,2
7565,1307,18,0,3,0,6,3,1,0
8165,11672,3,0,2,0,1,0,0,0
5724,2505,63,0,1,0,3,0,0,0
1226,5330,139,0,0,0,1,0,0,0
4023,4858,5,0,0,0,3,0,0,0
6691,15152,129,4,75,14,10,0,0,0
11238,12632,6,0,0,0,53,0,1,0
5026,7926,5,0,2,0,22,7,4,1
8929,12216,1,0,0,0,2,2,0,0
2769,2639,1,0,0,0,86,1,17,2
8703,14153,8,0,0,0,41,12,0,0
7887,7204,7,0,2,0,4,0,1,0
2761,366,15,0,4,0,13,0,3,0
14588,8618,7,0,0,0,6,0,0,0
6766,16161,8,1,2,1,9,0,0,0
2280,14950,15,0,3,1,1,0,0,0
13732,4939,22,0,5,5,1,0,0,1
6558,1226,19,0,0,0,139,0,0,0
8701,5621,1,0,0,0,16,0,0,0
1701,3756,13,0,0,0,2,0,0,0
1372,4653,1,0,0,0,2,0,0,0
15103,6807,4,0,0,0,59,0,2,0
8212,2462,3,0,1,1,1,0,0,0
6558,1229,19,0,0,0,5,0,0,0
13668,9189,5,1,2,4,1,0,0,0
17012,11110,1,0,1,0,6,0,0,0
10714,17304,1,1,0,0,2,4,0,0
14534,5431,1,0,0,0,22,2,2,17
8102,15652,1,0,0,0,1,0,0,0
7621,12229,3,0,0,0,2,0,0,0
5986,12564,1,0,0,1,1,0,0,0
15091,10483,3,1,1,4,1,0,0,1
4295,15419,1,0,0,0,1,0,0,0
9794,16309,1,0,0,0,2,1,0,0
9844,3925,154,1,5,7,7,0,31,5
9169,15469,3,11,8,1,14,18,33,1
17415,10702,3,0,1,0,4,0,0,0
7509,6461,43,0,6,7,2,0,0,0
14932,8338,13,0,0,0,1,4,2,2
4700,3098,8,0,0,0,54,1,1,7
1757,12198,4,0,0,0,3,0,0,0
7765,5483,10,0,0,1,89,1,6,3
988,1187,3,0,1,6,1,0,6,3
14198,15011,1,0,0,0,13,0,0,0
12493,9282,7,0,0,1,1,0,0,0
17470,1666,1,0,0,0,1,0,0,0
2103,5200,5,0,0,0,2,0,0,0
7840,4851,22,0,0,0,28,0,1,2
11635,4671,1,0,0,0,18,0,0,0
2525,10935,1,0,0,0,20,0,1,0
8708,1265,72,1,3,13,27,1,6,1
10299,11111,4,1,1,0,11,1,3,0
3481,354,7,4,4,0,1,0,0,0
5546,1610,2,0,0,0,2,0,0,0
17003,5919,5,0,0,0,5,0,0,0
16207,4349,1,0,0,0,1,0,0,0
13235,11185,22,1,0,0,3,0,0,0
14336,6670,57,0,2,1,6,0,0,0
13328,1446,3,0,1,0,70,0,1,1
703,3328,2,0,0,0,1,0,0,0
1417,15385,16,0,2,1,4,1,6,3
12060,15610,3,0,0,0,3,0,0,0
17263,10119,1,0,0,0,1,0,0,0
1595,13806,3,0,0,1,4,2,5,7
14208,2534,1,0,0,0,17,15,7,2
11365,5871,1,0,0,0,1,0,0,0
3808,4378,5,0,0,0,6,0,0,2
15677,50,2,0,0,0,1,0,0,0
13679,13133,26,1,0,2,18,0,0,0
16283,6344,1,0,0,0,1,0,0,0
13350,11886,38,0,1,3,6,0,0,0
5017,2639,1,0,0,0,86,1,17,2
14349,6399,1,0,0,0,8,0,0,0
14871,11371,1,0,0,0,3,0,0,0
6558,11696,19,0,0,0,17,0,4,29
10164,5724,10,0,0,0,63,0,1,0
16327,12696,2,0,0,0,8,1,2,0
1917,8723,2,0,1,1,8,0,0,1
11689,451,4,21,1,0,17,0,0,0
13101,12500,4,1,1,0,3,7,3,3
10952,2121,2,0,0,0,1,0,1,0
16658,14299,1,0,0,0,7,2,4,0
5946,9877,28,0,0,1,66,0,2,0
2556,9807,4,0,0,0,9,0,0,0
1156,13678,4,0,0,0,91,0,5,1
17255,7921,1,0,0,0,13,0,0,1
9590,3384,1,0,1,0,4,0,0,0
14786,7408,7,0,0,0,19,0,0,0
12465,38,137,0,3,0,9,0,4,1
7897,17111,6,0,0,0,1,0,0,0
10292,9844,31,0,5,0,154,1,5,7
12814,1522,1,0,0,0,5,1,6,4
11040,7178,1,0,0,0,1,0,0,0
6621,9597,7,0,0,0,1,0,0,0
3947,1039,2,0,0,0,3,0,0,0
8299,10272,34,1,0,1,36,0,3,1
7945,9068,1,0,0,0,5,0,1,0
15952,16506,32,3,3,2,5,1,3,0
13661,11155,9,0,2,0,1,0,0,0
6688,1463,3,0,0,0,4,0,0,0
5549,10286,8,0,0,0,1,0,0,0
9434,17183,16,0,1,5,1,0,0,0
15283,8807,10,0,1,1,1,0,0,0
10448,9346,1,0,0,3,35,0,13,9
8614,16349,1,0,0,0,1,0,0,0
11036,1782,24,0,3,0,1,0,0,0
9982,10909,2,0,0,0,2,0,0,0
5923,16556,1,0,0,0,1,0,0,0
8028,1869,1,0,0,0,30,0,1,0
7513,3420,3,0,0,1,33,0,0,0
1748,6145,2,0,3,0,1,0,0,0
3901,5560,33,0,0,0,1,0,0,0
2140,9073,11,1,0,0,3,0,1,0
12672,6020,17,0,0,0,1,0,0,0
1282,2861,57,24,3,0,33,2,1,0
11825,5014,1,2,9,0,7,0,4,0
16003,12347,4,10,4,13,19,0,1,0
10233,2804,6,56,0,0,25,0,0,0
6529,6878,4,0,0,0,1,0,0,0
12945,8662,6,0,0,0,1,0,0,0
8601,888,8,0,1,0,2,0,0,0
3450,17075,2,0,0,0,1,0,0,0
2717,4744,2,0,0,0,1,0,0,1
10416,9318,1,0,0,0,27,19,0,0
8083,7431,23,0,1,0,2,0,0,1
9523,4874,2,0,0,0,3,0,0,1
7042,2036,2,2,0,0,1,0,0,0
11758,4954,1,0,0,0,7,1,0,0
11890,12382,9,3,2,1,1,0,1,0
6807,16943,59,0,2,0,70,0,9,13
4084,15435,1,0,0,0,3,0,1,0
16839,11537,9,0,2,1,3,0,1,0
449,5435,1,0,0,0,1,0,0,0
5429,1155,1,0,0,0,1,0,0,0
12398,3611,2,0,0,2,1,0,0,0
2915,3534,4,0,0,0,11,1,8,0
15952,16590,32,3,3,2,1,0,0,0
2931,15144,143,22,55,199,1,0,0,0
1478,7389,4,3,4,48,2,0,15,9
7408,12792,19,0,0,0,90,2,0,1
487,7750,4,0,1,0,63,0,24,2
14688,7198,1,0,0,0,1,0,0,0
575,4205,1,0,0,0,2,0,0,0
3115,13620,3,0,0,0,3,0,4,2
11312,9547,4,1,61,1,47,1,2,0
4525,13360,1,0,0,0,107,5,4,2
16527,10307,1,1,0,0,10,3,5,5
9191,10722,18,2,4,0,68,0,3,0
9513,1140,41,0,0,0,2,0,0,0
9794,16394,1,0,0,0,1,0,0,0
15990,15072,61,2,5,0,107,0,5,2
3380,9110,1,0,1,0,2,2,0,0
2931,15133,143,22,55,199,1,1,0,1
13273,141,27,0,3,0,3,0,0,0
14780,15616,1,4,2,0,9,0,0,0
7229,582,1,1,3,1,3,12,15,5
4749,13505,11,0,1,0,1,0,0,0
6743,17394,2,0,0,0,62,0,6,7
13636,9189,2,0,0,0,1,0,0,0
5076,9747,25,0,0,3,102,1,20,2
17317,4169,4,0,0,3,1,0,0,0
9050,9129,11,0,2,2,12,0,5,1
14368,10053,85,1,1,2,5,21,2,0
6596,10149,6,2,0,2,7,0,1,0
9513,1130,41,0,0,0,37,0,1,0
14363,17464,1,0,0,0,92,0,2,0
1992,16279,14,0,0,0,2,0,0,0
12408,15642,1,0,0,0,7,0,0,0
11342,4167,3,0,0,0,2,0,0,0
3231,10275,4,3,3,0,93,2,30,9
12714,11317,3,0,1,1,3,1,0,0
9084,3456,3,1,0,0,1,0,0,0
12714,11315,3,0,1,1,2,0,0,0
12229,16286,2,0,0,0,4,0,1,0
3843,1072,27,4,7,13,121,16,29,34
17181,2585,1,0,0,0,5,0,0,0
1771,3450,1,0,0,0,2,0,0,0
7643,16837,1,0,0,0,1,0,0,0
16186,12600,4,0,0,0,3,0,1,0
4137,12698,2,0,0,0,4,0,0,0
6491,5059,1,0,0,0,2,0,0,0
13117,16667,25,2,6,0,25,4,19,13
3183,8783,5,0,0,0,1,0,0,0
6925,2609,1,2,1,0,1,1,5,0
6959,7926,2,0,0,2,22,7,4,1
11779,10886,46,1,18,1,1,0,0,0
13026,2640,3,0,9,0,1,0,0,0
8114,2279,5,0,0,0,9,0,0,0
9513,1192,41,0,0,0,3,0,0,0
11362,2069,1,0,0,0,1,11,0,0
13223,3034,2,7,1,11,2,0,1,4
13377,17446,1,0,0,0,1,0,0,0
3286,1934,1,0,0,0,1,0,0,0
9513,1195,41,0,0,0,1,0,0,0
9602,16833,1,3,0,1,1,0,0,0
7823,10443,13,2,1,0,11,0,5,1
12410,9886,1,0,0,0,2,0,0,0
4769,15083,1,0,0,0,8,0,2,0
2931,15188,143,22,55,199,3,0,1,4
14500,12566,16,0,3,4,5,0,1,7
16854,13973,7,0,0,1,3,0,0,0
12993,5089,9,0,0,0,3,0,1,1
2009,6410,1,0,0,0,2,0,0,0
10543,6635,21,0,6,0,5,0,0,0
4928,12994,1,0,0,0,2,0,4,0
13712,180,45,5,7,1,9,22,7,0
10484,6381,1,0,0,0,1,0,0,0
5709,1969,39,1,1,0,4,0,9,3
10680,12144,3,0,0,0,1,0,0,0
8571,3842,13,0,1,0,1,0,0,0
14710,15768,3,1,1,2,25,0,3,0
7271,12745,10,0,20,0,3,0,0,1
11714,14320,1,0,0,0,1,0,0,0
8551,3306,1,0,0,2,1,0,0,0
13872,1924,4,0,1,0,11,0,1,0
15760,9929,1,0,0,0,4,0,0,0
12505,11915,12,2,14,4,1,0,1,1
3537,7042,1,0,0,0,2,2,0,0
5580,2522,3,0,0,0,1,0,0,0
1781,16297,3,0,0,0,1,0,0,0
16174,4225,18,0,0,2,5,3,0,0
5848,13972,1,0,0,0,1,0,0,0
3899,9595,8,0,0,0,59,4,4,1
9265,7301,1,0,0,0,1,0,0,0
10533,11631,2,0,2,1,1,0,0,0
13230,3798,1,0,0,0,13,4,4,0
3613,4954,5,0,0,0,7,1,0,0
9074,12918,1,0,0,0,45,1,4,1
16941,13037,1,0,0,0,1,0,0,0
10631,3115,7,0,0,1,3,0,0,0
5641,13925,5,0,1,2,1,0,0,0
2199,77,2,0,2,0,10,0,48,0
13782,16503,19,0,0,8,24,3,2,30
15733,2825,1,0,0,0,1,0,0,0
1295,9125,4,0,10,0,5,1,5,0
16696,3205,1,0,0,0,1,0,0,0
4071,600,1,0,1,0,15,0,2,0
3889,13827,119,3,16,9,2,0,0,0
16045,2564,1,0,0,1,1,0,6,2
3151,14263,1,0,0,0,1,0,4,11
4903,15469,2,5,2,7,14,18,33,1
2568,11234,2,0,0,0,12,0,0,0
1226,5386,139,0,0,0,83,2,1,0
10631,3102,7,0,0,1,19,0,14,1
8367,2628,18,0,0,0,3,0,1,2
3398,6998,6,0,1,0,2,0,0,0
9677,6695,1,0,0,0,1,0,0,0
2829,15555,26,0,2,0,3,3,16,0
3604,15506,10,2,9,3,12,0,0,0
111,7032,1,0,0,0,1,0,0,0
14567,3805,1,0,0,0,6,0,0,0
9880,12981,1,0,0,1,1,0,0,3
13495,12748,1,0,0,0,41,0,0,0
4271,5386,9,0,0,0,83,2,1,0
16498,4421,4,0,1,1,1,0,0,1
9308,15037,82,2,15,1,5,1,1,3
3559,1871,1,0,0,0,1,1,1,2
11022,3541,12,0,8,1,58,1,5,2
11637,9932,1,0,0,0,1,0,0,0
4916,8114,1,0,0,0,5,0,0,0
4533,973,201,2,12,4,9,0,1,1
5024,11083,24,0,7,2,21,1,3,1
2734,8026,1,0,0,0,2,0,1,0
2369,231,20,0,1,0,2,0,0,0
14017,13574,4,0,1,0,34,0,0,0
15067,5557,7,3,0,3,10,2,1,0
12497,13712,2,0,0,0,45,5,7,1
683,1226,7,0,0,0,139,0,0,0
3338,1398,1,0,0,0,3,0,0,0
12909,14050,1,0,0,0,1,0,0,0
9585,16901,1,0,0,4,1,0,0,0
4722,6353,1,2,0,0,3,0,6,0
2477,9055,13,0,1,0,8,0,0,0
1916,1953,1,0,0,0,2,0,0,0
8180,13938,1,0,0,0,1,1,0,0
15749,13021,1,0,0,2,5,0,1,0
11090,10366,7,0,0,0,7,0,0,0
16825,16400,2,0,0,0,2,0,0,0
10639,14679,1,3,0,0,1,9,0,5
2369,222,20,0,1,0,1,4,0,0
9514,13273,1,0,0,0,27,0,3,0
15083,4633,8,0,2,0,2,0,0,0
10070,2495,62,18,28,5,3,4,0,1
3020,10257,8,0,2,0,3,0,0,0
17363,4996,2,3,1,0,2,7,1,0
15427,6151,2,0,0,0,5,0,2,0
9747,15258,102,1,20,2,1,0,1,0
9259,5024,28,0,4,1,24,0,7,2
8665,15952,8,2,0,0,32,3,3,2
3217,6562,1,0,0,0,1,0,0,0
12820,3849,1,0,0,0,1,0,0,0
8818,12430,3,0,0,0,2,0,0,0
5653,10353,2,0,1,3,3,1,3,7
4862,15424,1,8,4,9,1,4,1,6
12369,13557,3,0,0,0,5,0,0,0
14009,7937,26,2,6,0,43,0,2,0
8946,7724,2,0,0,0,2,0,0,0
14157,9844,3,0,0,0,154,1,5,7
11852,13009,8,4,5,6,3,1,0,0
13636,9216,2,0,0,0,1,0,0,0
4271,5353,9,0,0,0,5,0,0,0
12988,1265,44,0,5,0,27,1,6,1
4742,6862,8,0,0,5,3,2,0,0
11838,14309,9,1,3,0,58,0,3,4
8493,11980,1,4,0,0,3,17,2,0
11468,7307,2,0,0,0,2,0,0,0
10506,600,6,0,0,0,15,0,2,0
10994,5836,2,0,0,0,4,0,0,0
2656,14922,19,0,10,0,10,3,5,4
1661,12819,1,0,0,0,1,0,0,0
1503,11886,2,0,0,0,6,0,0,0
16914,4265,4,1,0,0,1,0,0,0
3871,11940,2,0,0,0,3,0,0,0
2482,4550,1,0,0,0,1,0,0,0
9136,11174,11,0,0,1,1,0,0,0
2931,15232,143,22,55,199,3,0,0,3
9475,11225,5,0,0,0,6,0,0,0
6908,7734,1,0,0,0,1,0,0,0
4524,7409,1,0,0,0,2,0,0,0
9865,8626,12,0,2,0,1,0,0,0
13273,10543,27,0,3,0,21,0,6,0
3906,13805,1,0,0,0,3,0,0,0
7521,14750,79,3,4,0,2,7,1,9
9739,9877,3,0,0,0,66,0,2,0
8080,4451,5,3,4,8,2,0,1,0
16927,759,1,0,0,0,30,0,3,0
1699,7892,2,1,0,0,19,0,0,0
12943,3323,17,0,0,0,2,0,0,0
2655,11084,8,1,1,0,6,1,5,1
9807,8531,9,0,0,0,27,1,1,0
4325,3680,26,0,1,12,9,0,2,0
14515,5962,1,0,0,0,2,1,0,0
5392,17117,1,0,0,0,56,0,0,0
9308,15072,82,2,15,1,107,0,5,2
14470,12278,8,0,7,18,1,0,0,0
73,853,2,0,0,0,1,0,0,0
9693,3163,25,1,3,6,8,3,11,14
5550,604,11,1,11,3,98,1,18,30
10893,10029,5,0,0,0,9,0,0,0
7368,9356,1,0,0,0,3,0,0,0
4522,2208,3,2,25,3,5,1,4,0
4596,5949,1,0,0,1,14,3,2,1
13456,16776,14,2,11,57,1,0,0,0
3107,6759,22,0,3,10,1,0,0,0
2931,15218,143,22,55,199,2,0,0,3
11945,8584,2,0,0,0,2,0,0,0
2931,15217,143,22,55,199,54,11,1,1
8250,4810,9,0,1,0,1,0,0,0
1777,16313,1,0,1,2,1,0,0,0
9078,1191,13,0,0,0,6,0,0,0
15166,11534,8,39,69,30,1,8,4,4
9250,4994,1,0,0,0,1,0,0,0
1161,7953,1,0,0,0,1,0,0,0
13217,16859,1,0,0,0,5,0,0,0
13273,10527,27,0,3,0,5,0,0,0
12503,11329,1,0,2,0,7,20,49,24
11500,867,1,7,0,0,1,0,0,0
9529,2075,2,0,0,0,5,0,0,0
2007,1072,8,0,6,4,121,16,29,34
9940,13121,3,0,0,0,5,0,0,1
16613,3874,18,0,1,2,21,0,6,13
2338,3899,2,0,0,0,8,0,0,0
7759,3098,1,0,0,1,54,1,1,7
2931,15200,143,22,55,199,1,0,1,5
13204,3680,3,0,0,0,9,0,2,0
16897,5916,2,0,3,0,23,0,1,0
12988,1226,44,0,5,0,139,0,0,0
3001,1573,3,1,0,0,2,0,1,0
14423,7304,3,0,0,0,1,0,0,0
7216,13198,14,0,0,1,2,0,0,0
16406,11974,3,0,0,0,4,0,0,0
16184,12023,1,0,0,0,1,0,2,6
9906,10533,2,0,1,0,2,0,2,1
9196,12582,1,0,0,0,1,0,0,0
10159,1956,4,0,0,0,1,0,0,0
15516,11003,1,0,0,0,1,0,0,0
13273,10510,27,0,3,0,2,0,1,0
15009,5483,9,1,9,1,89,1,6,3
5164,6296,1,0,0,0,5,0,0,0
8569,9526,28,1,7,2,4,0,0,0
7960,14919,4,0,0,0,2,0,0,0
4642,13706,4,0,1,0,1,0,0,0
5963,4840,31,0,0,0,6,0,0,0
13858,12465,8,0,0,3,137,0,3,0
8090,12322,6,2,6,0,1,0,0,0
11988,1155,1,0,0,0,1,0,0,0
16943,11690,70,0,9,13,2,0,0,0
6569,11450,5,0,0,0,2,0,0,0
6259,7956,48,0,3,0,107,0,6,7
5946,9965,28,0,0,1,3,0,1,1
9172,2511,8,3,2,0,1,0,0,0
5062,10511,2,12,0,1,2,22,0,0
5793,16159,143,0,6,4,68,0,0,0
13403,10829,3,7,4,0,1,0,1,0
7276,14593,5,0,0,0,2,0,0,0
3452,9944,138,4,7,4,1,0,0,0
4388,11662,18,0,0,1,1,0,0,1
12430,10883,2,0,0,0,2,0,0,0
15605,7110,1,0,0,0,1,0,0,0
6711,2949,5,0,0,0,22,0,1,0
12241,7276,6,0,1,1,5,0,0,0
16703,14112,12,2,9,15,33,0,1,2
6980,8275,2,0,0,0,1,0,0,0
6044,9849,1,0,0,0,1,0,0,0
16123,16584,1,0,0,0,1,0,0,0
16360,1742,21,0,2,0,24,0,0,0
5402,5807,1,0,0,0,1,1,0,0
16495,56,1,0,0,0,9,1,0,4
403,9844,70,0,2,0,154,1,5,7
2498,5439,6,1,2,0,17,0,0,0
5946,9990,28,0,0,1,1,0,0,0
6472,10166,1,0,0,0,1,0,0,0
3922,10383,46,1,3,1,1,1,1,0
5884,4015,1,0,0,0,1,0,0,0
8051,7487,2,0,0,0,2,0,0,0
11365,5848,1,0,0,0,1,0,0,0
492,17049,1,0,0,0,6,0,1,0
12655,2711,1,0,0,6,3,0,0,2
12852,3980,2,0,0,0,22,0,0,0
10510,12879,2,0,1,0,2,0,0,0
2092,11045,8,0,2,0,60,0,10,0
10452,6412,1,0,0,0,1,0,0,0
7938,17096,30,1,1,1,1,0,0,0
10125,15297,17,0,1,0,11,0,0,0
9009,14009,8,2,2,0,26,2,6,0
648,2667,6,11,20,5,17,6,5,0
4593,2188,2,0,0,0,11,0,0,0
2556,14826,4,0,0,0,8,0,0,0
12038,4694,4,0,0,0,8,0,1,0
6717,15286,1,1,0,0,1,1,0,0
11462,14536,21,0,2,0,8,0,1,3
2707,13347,14,0,0,2,91,0,6,22
9119,8035,1,0,1,0,1,0,0,0
6281,14368,44,28,10,7,85,1,1,2
7114,2194,1,0,0,0,1,0,0,0
6995,4867,1,0,0,0,4,0,0,0
6691,9202,129,4,75,14,7,0,5,0
8347,14086,1,2,1,0,7,10,10,8
12205,1971,1,0,0,0,83,12,19,38
12321,17243,10,0,0,0,118,0,1,3
4144,8120,25,0,9,0,1,0,0,0
3131,10069,28,0,8,1,7,0,0,0
13430,7823,12,0,2,1,13,2,1,0
9751,7532,3,0,0,0,1,0,2,1
16897,14152,2,0,3,0,3,0,1,0
7216,13105,14,0,0,1,4,0,0,0
5561,2201,1,0,0,0,3,1,1,0
4710,6722,3,0,1,0,1,0,0,0
13712,6281,45,5,7,1,44,28,10,7
10216,13557,4,0,0,1,5,0,0,0
8891,56,3,0,0,0,9,1,0,4
9877,970,66,0,2,0,7,0,0,0
4325,15772,26,0,1,12,3,0,0,0
6802,2361,1,0,0,0,6,74,36,72
2672,11413,1,0,0,0,4,0,0,0
15751,15170,1,0,0,0,1,0,0,0
8180,13905,1,0,0,0,3,1,0,0
15591,7218,2,6,0,0,3,0,0,0
3253,3545,13,0,0,0,7,0,0,0
16159,13703,68,0,0,0,2,0,0,0
14193,11575,5,0,0,2,2,0,0,0
12675,9795,4,0,0,0,1,0,0,0
7623,12653,1,0,1,0,7,0,1,0
13514,10617,4,0,8,1,2,2,5,0
558,14570,1,0,0,0,21,0,5,15
4060,15552,46,2,12,6,1,0,0,0
6261,10223,3,3,37,0,8,2,151,7
7173,9030,4,0,6,0,72,0,1,1
13661,11228,9,0,2,0,55,0,12,0
3733,1397,5,0,0,0,26,0,4,2
12700,16274,1,0,0,0,8,0,1,0
7721,12366,2,0,0,5,5,0,1,57
2478,7432,16,0,0,2,110,0,1,2
6606,8918,14,3,3,0,114,3,0,13
16159,3626,68,0,0,0,15,0,0,1
290,2178,37,6,3,0,6,0,0,2
10705,15616,3,0,0,0,9,0,0,0
11306,7126,1,0,0,0,28,0,5,0
15990,8728,61,2,5,0,9,0,0,0
4885,4917,7,0,2,0,1,0,1,0
6469,13954,1,0,0,0,92,0,5,7
6181,74,7,0,1,2,17,0,2,0
2767,6493,4,0,0,0,1,0,0,0
13101,12495,4,1,1,0,2,10,3,0
4420,9308,10,0,4,1,82,2,15,1
2464,2628,1,0,0,0,3,0,1,2
1265,5352,27,1,6,1,68,5,5,9
9035,8603,2,0,0,0,9,0,0,2
4533,927,201,2,12,4,35,0,7,2
11832,5807,1,0,0,0,1,1,0,0
7927,665,1,0,1,0,1,0,0,0
403,9877,70,0,2,0,66,0,2,0
275,10805,1,6,0,0,3,29,1,4
11276,11906,2,0,0,0,20,1,0,1
14786,893,7,0,0,0,1,1,1,0
7455,13962,1,2,0,2,1,0,0,0
4827,4806,56,0,1,3,4,0,1,0
17003,5837,5,0,0,0,2,0,0,0
11351,14585,1,0,0,0,1,0,0,0
4241,12764,3,5,5,0,1,1,2,0
8690,14243,4,0,0,0,3,0,0,0
11916,12533,1,0,0,0,25,0,2,0
5616,5654,3,0,1,0,10,0,0,0
13927,4471,20,0,1,0,1,0,0,0
11543,6682,1,0,0,0,1,0,0,0
9767,8311,1,0,0,1,47,2,7,11
2018,11083,1,0,0,0,21,1,3,1
7673,17005,2,0,0,0,3,0,0,0
5456,16712,2,1,0,0,1,0,0,0
10023,17125,19,6,10,2,6,5,0,2
11238,12748,6,0,0,0,41,0,0,0
5202,1613,31,0,3,0,38,34,24,12
815,11228,1,0,0,0,55,0,12,0
8297,7275,2,0,0,0,11,0,5,25
7531,5166,8,0,5,0,1,0,0,0
12643,17003,5,1,0,0,5,0,0,0
1650,12465,1,0,0,0,137,0,3,0
1419,15756,13,0,6,0,3,0,0,0
180,2534,9,22,7,0,17,15,7,2
6057,12584,9,0,0,0,8,0,0,0
6945,15469,1,0,1,0,14,18,33,1
312,12155,12,0,0,0,38,0,2,0
7714,5954,1,0,0,0,5,0,0,1
7192,13574,2,0,0,0,34,0,0,0
15118,9346,1,0,0,0,35,0,13,9
8081,2239,9,5,9,5,2,21,4,13
1282,15938,57,24,3,0,73,1,0,0
6546,1693,3,0,0,1,2,10,49,8
17450,3696,3,0,2,0,1,0,0,0
5471,16498,5,0,0,0,4,0,1,1
14277,6227,1,0,0,0,28,7,22,1
8014,12085,22,0,0,0,99,0,2,1
16207,4202,1,0,0,0,3,24,13,0
5904,6226,1,0,0,0,1,0,0,0
6778,3141,7,0,0,0,1,0,0,0
14349,6203,1,0,0,0,1,0,0,0
6064,7676,37,0,2,0,110,0,6,1
11777,4420,1,0,0,0,10,0,4,1
14869,11734,1,0,0,0,2,7,11,1
14622,510,1,0,13,0,1,0,0,0
9541,12748,23,0,4,0,41,0,0,0
6874,12847,1,0,0,0,1,0,0,0
8784,5761,1,0,0,1,94,3,38,164
15167,4065,1,0,0,0,1,0,2,0
13858,12632,8,0,0,3,53,0,1,0
5146,13159,3,0,0,3,2,2,2,1
1446,12153,70,0,1,1,14,0,0,0
14495,3798,1,4,0,0,13,4,4,0
3452,9886,138,4,7,4,2,0,0,0
7632,14403,4,0,1,0,24,0,3,0
1406,2214,4,0,0,0,1,0,0,0
4234,1488,4,0,0,0,1,0,0,0
250,13347,8,0,0,0,91,0,6,22
6418,6121,1,0,0,0,1,0,0,0
10343,10052,1,0,0,0,1,0,0,0
1634,15755,4,1,0,0,1,0,0,0
13965,6790,31,0,0,0,1,0,0,0
6223,11544,1,0,0,0,4,0,2,11
4023,4749,5,0,0,0,11,0,1,0
